calender_date,Close,High,Low,Open,MA20,MA50,MA_Signal,BB_middle,BB_upper,BB_lower,BB_Signal,CCI,CCI_Signal
2023-01-02 00:00:00+00:00,88.48200225830078,88.4000015258789,87.15769958496094,87.15769958496094,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-03 00:00:00+00:00,88.30000305175781,88.31300354003906,87.22599792480469,88.29199981689453,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-04 00:00:00+00:00,87.21900177001953,87.9229965209961,87.21900177001953,87.21900177001953,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-05 00:00:00+00:00,87.6050033569336,87.80799865722656,86.75700378417969,87.58000183105469,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-06 00:00:00+00:00,86.8270034790039,87.61499786376953,86.64700317382812,86.81900024414062,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-09 00:00:00+00:00,87.5009994506836,88.28500366210938,85.69190216064453,85.69190216064453,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-10 00:00:00+00:00,88.1240005493164,88.24700164794922,87.44599914550781,88.10700225830078,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-11 00:00:00+00:00,87.58200073242188,87.93599700927734,87.41200256347656,87.5739974975586,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-12 00:00:00+00:00,87.80500030517578,88.14399719238281,87.37799835205078,87.78099822998047,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-13 00:00:00+00:00,88.01100158691406,88.30400085449219,87.72699737548828,88.00299835205078,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-16 00:00:00+00:00,87.9520034790039,88.34400177001953,86.9448013305664,86.9448013305664,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-17 00:00:00+00:00,88.35299682617188,88.61599731445312,87.94599914550781,88.35299682617188,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-18 00:00:00+00:00,88.00399780273438,88.27300262451172,87.81199645996094,87.98400115966797,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-19 00:00:00+00:00,87.86399841308594,88.06300354003906,87.58300018310547,87.86000061035156,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-20 00:00:00+00:00,87.93699645996094,88.02999877929688,87.60099792480469,87.93299865722656,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-23 00:00:00+00:00,87.86199951171875,88.8010025024414,86.85130310058594,86.85130310058594,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-24 00:00:00+00:00,88.54100036621094,88.76200103759766,88.41799926757812,88.52200317382812,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-25 00:00:00+00:00,88.76799774169922,89.08000183105469,88.49099731445312,88.79299926757812,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-26 00:00:00+00:00,88.95500183105469,88.99299621582031,88.36499786376953,88.93800354003906,,,NEUTRAL,,,,NEUTRAL,,NEUTRAL
2023-01-27 00:00:00+00:00,88.64199829101562,88.76000213623047,88.3239974975586,88.66300201416016,88.01670036315917,,NEUTRAL,88.01670036315917,89.07410802002003,86.95929270629831,NEUTRAL,118.51116085559599,SELL
2023-01-30 00:00:00+00:00,88.51899719238281,88.86599731445312,87.68119812011719,87.68119812011719,88.01855010986328,,NEUTRAL,88.01855010986328,89.07950844978762,86.95759176993894,NEUTRAL,71.02892384472669,NEUTRAL
2023-01-31 00:00:00+00:00,88.375,88.75499725341797,88.37200164794922,88.37200164794922,88.0222999572754,,NEUTRAL,88.0222999572754,89.08796647804527,86.95663343650551,NEUTRAL,84.95204924228425,NEUTRAL
2023-02-01 00:00:00+00:00,88.73600006103516,89.23300170898438,88.6500015258789,88.72100067138672,88.09814987182617,,NEUTRAL,88.09814987182617,89.1387296751633,87.05757006848903,NEUTRAL,126.5724003432521,SELL
2023-02-02 00:00:00+00:00,89.9469985961914,90.36100006103516,89.38600158691406,89.95999908447266,88.21524963378906,,NEUTRAL,88.21524963378906,89.5165955839247,86.91390368365342,SELL,227.15705147201652,SELL
2023-02-03 00:00:00+00:00,89.39099884033203,89.62699890136719,88.7979965209961,89.38300323486328,88.34344940185547,,NEUTRAL,88.34344940185547,89.57210603145707,87.11479277225386,NEUTRAL,130.46834882154675,SELL
2023-02-06 00:00:00+00:00,88.69000244140625,89.0999984741211,88.43199920654297,88.43199920654297,88.4028995513916,,NEUTRAL,88.4028995513916,89.5736192555726,87.2321798472106,NEUTRAL,53.25006276275074,NEUTRAL
2023-02-07 00:00:00+00:00,88.7040023803711,88.79000091552734,88.33200073242188,88.68599700927734,88.43189964294433,,NEUTRAL,88.43189964294433,89.6022648694674,87.26153441642126,NEUTRAL,30.316062339112698,NEUTRAL
2023-02-08 00:00:00+00:00,88.83100128173828,88.87300109863281,88.4280014038086,88.84400177001953,88.49434967041016,,NEUTRAL,88.49434967041016,89.60556417599732,87.383135164823,NEUTRAL,39.75849501379248,NEUTRAL
2023-02-09 00:00:00+00:00,88.49800109863281,88.93099975585938,88.45700073242188,88.48999786376953,88.52899971008301,,NEUTRAL,88.52899971008301,89.59187438689335,87.46612503327268,NEUTRAL,22.253630400223,NEUTRAL
2023-02-10 00:00:00+00:00,88.56300354003906,88.58000183105469,87.93099975585938,88.55400085449219,88.55659980773926,,NEUTRAL,88.55659980773926,89.59112854819166,87.52207106728686,NEUTRAL,-27.247911542137615,NEUTRAL
2023-02-13 00:00:00+00:00,88.0260009765625,88.54100036621094,87.2781982421875,87.2781982421875,88.56029968261718,,NEUTRAL,88.56029968261718,89.58621757846494,87.53438178676943,NEUTRAL,-104.12240318813625,BUY
2023-02-14 00:00:00+00:00,88.5469970703125,89.29900360107422,88.52200317382812,88.56300354003906,88.56999969482422,,NEUTRAL,88.56999969482422,89.59132303074068,87.54867635890776,NEUTRAL,44.17466528510175,NEUTRAL
2023-02-15 00:00:00+00:00,88.92900085449219,88.99600219726562,88.27400207519531,88.92900085449219,88.6162498474121,,NEUTRAL,88.6162498474121,89.61313696046601,87.6193627343582,NEUTRAL,29.550304194452355,NEUTRAL
2023-02-16 00:00:00+00:00,88.40399932861328,88.55000305175781,88.15699768066406,88.4209976196289,88.64324989318848,,NEUTRAL,88.64324989318848,89.58190084167141,87.70459894470555,NEUTRAL,-51.237753346793966,NEUTRAL
2023-02-17 00:00:00+00:00,88.13200378417969,88.30400085449219,87.82499694824219,88.11100006103516,88.65300025939942,,NEUTRAL,88.65300025939942,89.56441776657955,87.74158275221929,NEUTRAL,-118.96083322489596,BUY
2023-02-20 00:00:00+00:00,88.43299865722656,88.41500091552734,86.98560333251953,86.98660278320312,88.68155021667481,,NEUTRAL,88.68155021667481,89.52161981464272,87.8414806187069,NEUTRAL,-154.66253000142905,BUY
2023-02-21 00:00:00+00:00,88.25700378417969,88.45999908447266,88.052001953125,88.2509994506836,88.66735038757324,,NEUTRAL,88.66735038757324,89.52680041058257,87.8079003645639,NEUTRAL,-76.17070118775673,NEUTRAL
2023-02-22 00:00:00+00:00,88.18499755859375,88.2760009765625,87.86199951171875,88.1760025024414,88.63820037841796,,NEUTRAL,88.63820037841796,89.52246611911357,87.75393463772235,NEUTRAL,-95.8428323741364,NEUTRAL
2023-02-23 00:00:00+00:00,87.7750015258789,87.88600158691406,87.32499694824219,87.79100036621094,88.57920036315917,,NEUTRAL,88.57920036315917,89.52946648526658,87.62893424105177,NEUTRAL,-158.2139700375078,BUY
2023-02-24 00:00:00+00:00,87.48600006103516,87.65499877929688,87.2509994506836,87.47799682617188,88.52140045166016,,NEUTRAL,88.52140045166016,89.58897062081743,87.45383028250288,NEUTRAL,-162.81218544229378,BUY
2023-02-27 00:00:00+00:00,87.37000274658203,87.66500091552734,86.54920196533203,86.54920196533203,88.46395072937011,,NEUTRAL,88.46395072937011,89.64923819631275,87.27866326242747,NEUTRAL,-172.71122457785066,BUY
2023-02-28 00:00:00+00:00,87.60600280761719,87.8239974975586,87.43299865722656,87.61399841308594,88.42550086975098,,NEUTRAL,88.42550086975098,89.67128532958456,87.17971640991739,NEUTRAL,-99.17852320354933,NEUTRAL
2023-03-01 00:00:00+00:00,87.34100341796875,88.05500030517578,87.2030029296875,87.32499694824219,88.35575103759766,,NEUTRAL,88.35575103759766,89.68195051970703,87.02955155548828,NEUTRAL,-98.91141752472272,NEUTRAL
2023-03-02 00:00:00+00:00,87.85399627685547,88.0,87.24099731445312,87.83699798583984,88.25110092163087,,NEUTRAL,88.25110092163087,89.36133846633241,87.14086337692932,NEUTRAL,-70.68326693997452,NEUTRAL
2023-03-03 00:00:00+00:00,87.21600341796875,87.35299682617188,86.53800201416016,87.21600341796875,88.1423511505127,,NEUTRAL,88.1423511505127,89.2076417705657,87.07706053045969,NEUTRAL,-151.56720347370677,BUY
2023-03-06 00:00:00+00:00,86.81600189208984,87.39299774169922,85.97209930419922,85.97209930419922,88.04865112304688,,NEUTRAL,88.04865112304688,89.23401768998154,86.86328455611222,BUY,-169.28205176011124,BUY
2023-03-07 00:00:00+00:00,87.3479995727539,87.43599700927734,86.47699737548828,87.33899688720703,87.98085098266601,,NEUTRAL,87.98085098266601,89.16350510385799,86.79819686147404,NEUTRAL,-106.87716994984126,BUY
2023-03-08 00:00:00+00:00,86.44000244140625,86.61599731445312,86.17900085449219,86.447998046875,87.86130104064941,,NEUTRAL,87.86130104064941,89.15982660796632,86.5627754733325,BUY,-169.46132386687026,BUY
2023-03-09 00:00:00+00:00,86.38300323486328,86.7750015258789,86.22000122070312,86.38300323486328,87.75555114746093,,NEUTRAL,87.75555114746093,89.17464038268062,86.33646191224125,NEUTRAL,-145.98883443732487,BUY
2023-03-10 00:00:00+00:00,86.73500061035156,87.53500366210938,86.71800231933594,86.75199890136719,87.66415100097656,88.03742065429688,SELL,87.66415100097656,89.09964702895834,86.22865497299478,NEUTRAL,-73.33205376846293,NEUTRAL
2023-03-13 00:00:00+00:00,87.1259994506836,88.16100311279297,85.84860229492188,85.84860229492188,87.61915092468261,88.01030059814452,SELL,87.61915092468261,89.06328632940654,86.17501551995869,NEUTRAL,-60.79439660858784,NEUTRAL
2023-03-14 00:00:00+00:00,88.13800048828125,88.48600006103516,87.91000366210938,88.12999725341797,87.59870109558105,88.007060546875,SELL,87.59870109558105,88.99841505572635,86.19898713543574,NEUTRAL,80.60336788146968,NEUTRAL
2023-03-15 00:00:00+00:00,88.16899871826172,88.53900146484375,87.06400299072266,88.16000366210938,87.56070098876953,88.02606048583985,SELL,87.56070098876953,88.84484377686996,86.27655820066909,NEUTRAL,57.95633636826544,NEUTRAL
2023-03-16 00:00:00+00:00,87.66500091552734,87.83200073242188,87.35900115966797,87.62000274658203,87.52375106811523,88.02726043701172,SELL,87.52375106811523,88.74679974194163,86.30070239428883,NEUTRAL,23.7442398499533,NEUTRAL
2023-03-17 00:00:00+00:00,87.61599731445312,87.9749984741211,87.59300231933594,87.61599731445312,87.49795074462891,88.04304031372071,SELL,87.49795074462891,88.68830700687975,86.30759448237806,NEUTRAL,43.27072673731259,NEUTRAL
2023-03-20 00:00:00+00:00,87.94200134277344,88.48500061035156,86.78700256347656,86.78700256347656,87.47340087890625,88.0518603515625,SELL,87.47340087890625,88.60116677140515,86.34563498640735,NEUTRAL,47.13028540846568,NEUTRAL
2023-03-21 00:00:00+00:00,88.36799621582031,89.08300018310547,88.33499908447266,88.36799621582031,87.47895050048828,88.05674026489258,SELL,87.47895050048828,88.62391355684743,86.33398744412914,NEUTRAL,168.24040842398776,SELL
2023-03-22 00:00:00+00:00,88.99600219726562,89.15699768066406,88.88300323486328,88.98799896240234,87.51950073242188,88.08502029418945,SELL,87.51950073242188,88.8170306836647,86.22197078117905,SELL,205.1548796580379,SELL
2023-03-23 00:00:00+00:00,89.625,89.74500274658203,89.27999877929688,89.61599731445312,87.61200065612793,88.12142028808594,SELL,87.61200065612793,89.21421922790964,86.00978208434623,SELL,224.2189765137499,SELL
2023-03-24 00:00:00+00:00,89.0459976196289,89.05599975585938,88.30899810791016,89.03800201416016,87.69000053405762,88.14212020874024,SELL,87.69000053405762,89.41367697170607,85.96632409640917,NEUTRAL,120.4586756998732,SELL
2023-03-27 00:00:00+00:00,88.5260009765625,88.77100372314453,88.4729995727539,88.52999877929688,87.74780044555663,88.1536001586914,SELL,87.74780044555663,89.50352604176372,85.99207484934955,NEUTRAL,87.31947804413015,NEUTRAL
2023-03-28 00:00:00+00:00,88.75399780273438,89.02999877929688,88.69000244140625,88.74500274658203,87.8052001953125,88.16162017822266,SELL,87.8052001953125,89.61561745920297,85.99478293142202,NEUTRAL,96.19336389019387,NEUTRAL
2023-03-29 00:00:00+00:00,88.98200225830078,89.36000061035156,88.90799713134766,89.01899719238281,87.8872501373291,88.18118026733399,SELL,87.8872501373291,89.75686260870127,86.01763766595694,NEUTRAL,104.11499017720932,SELL
2023-03-30 00:00:00+00:00,89.05500030517578,89.59600067138672,88.90699768066406,89.03900146484375,87.94730033874512,88.20500030517579,SELL,87.94730033874512,89.88820654970306,86.00639412778719,NEUTRAL,99.04894860325138,NEUTRAL
2023-03-31 00:00:00+00:00,89.44200134277344,89.60900115966797,89.12300109863281,89.45800018310547,88.05860023498535,88.23510040283203,SELL,88.05860023498535,90.07669667709095,86.04050379287975,NEUTRAL,102.51078429218731,SELL
2023-04-03 00:00:00+00:00,89.0260009765625,89.66600036621094,88.85700225830078,88.87100219726562,88.16910018920899,88.2583804321289,SELL,88.16910018920899,90.14223537497197,86.195965003446,NEUTRAL,79.2026249371512,NEUTRAL
2023-04-04 00:00:00+00:00,89.59700012207031,90.01100158691406,89.39299774169922,89.59700012207031,88.2815502166748,88.27950042724609,BUY,88.2815502166748,90.31313184131773,86.24996859203188,NEUTRAL,106.09453921955802,SELL
2023-04-05 00:00:00+00:00,89.89600372314453,89.99099731445312,89.29299926757812,89.88800048828125,88.45435028076172,88.302060546875,BUY,88.45435028076172,90.41301541086945,86.49568515065398,NEUTRAL,104.70773824350822,SELL
2023-04-06 00:00:00+00:00,89.27799987792969,89.38200378417969,89.08499908447266,89.27799987792969,88.59910011291504,88.3085205078125,BUY,88.59910011291504,90.32759949145851,86.87060073437156,NEUTRAL,61.086240831921145,NEUTRAL
2023-04-07 00:00:00+00:00,89.30500030517578,89.31500244140625,88.29000091552734,89.30500030517578,88.72760009765625,88.3217805480957,BUY,88.72760009765625,90.24138282468752,87.21381737062498,NEUTRAL,28.655218130595458,NEUTRAL
2023-04-10 00:00:00+00:00,89.30599975585938,89.30599975585938,88.28900146484375,89.30599975585938,88.83660011291504,88.33752059936523,BUY,88.83660011291504,90.16773399070294,87.50546623512713,NEUTRAL,21.41272388666481,NEUTRAL
2023-04-11 00:00:00+00:00,88.31700134277344,89.62899780273438,88.31700134277344,88.31700134277344,88.84555015563964,88.33636062622071,BUY,88.84555015563964,90.15919891378368,87.5319013974956,NEUTRAL,-10.081282189217118,NEUTRAL
2023-04-12 00:00:00+00:00,89.51599884033203,90.10099792480469,89.4990005493164,89.50800323486328,88.91290016174317,88.35196060180664,BUY,88.91290016174317,90.218596681562,87.60720364192433,NEUTRAL,112.17352961902121,SELL
2023-04-13 00:00:00+00:00,90.05999755859375,90.29299926757812,89.9260025024414,90.04299926757812,89.03264999389648,88.35422058105469,BUY,89.03264999389648,90.29504417889487,87.7702558088981,NEUTRAL,158.49802678175044,SELL
2023-04-14 00:00:00+00:00,90.18699645996094,90.38700103759766,89.8219985961914,90.16300201416016,89.16119995117188,88.37014053344727,BUY,89.16119995117188,90.33682025697605,87.98557964536771,NEUTRAL,151.5154220966064,SELL
2023-04-17 00:00:00+00:00,89.90799713134766,90.02400207519531,89.39299774169922,89.95800018310547,89.25949974060059,88.3945004272461,BUY,89.25949974060059,90.32995449401929,88.18904498718189,NEUTRAL,86.71270461880303,NEUTRAL
2023-04-18 00:00:00+00:00,89.51100158691406,90.01100158691406,89.46299743652344,89.51799774169922,89.31665000915527,88.41064041137696,BUY,89.31665000915527,90.30564738884317,88.32765262946737,NEUTRAL,59.72438534872421,NEUTRAL
2023-04-19 00:00:00+00:00,90.02999877929688,90.1050033569336,89.72799682617188,90.0469970703125,89.36834983825683,88.43462036132813,BUY,89.36834983825683,90.39418907188083,88.34251060463284,NEUTRAL,97.93685722359142,NEUTRAL
2023-04-20 00:00:00+00:00,90.0979995727539,90.14199829101562,89.78399658203125,90.0999984741211,89.39199981689453,88.46662033081054,BUY,89.39199981689453,90.4635434287622,88.32045620502686,NEUTRAL,97.48595405094338,NEUTRAL
2023-04-21 00:00:00+00:00,90.01100158691406,90.13200378417969,89.7750015258789,90.01100158691406,89.44025001525878,88.49558029174804,BUY,89.44025001525878,90.53289154366303,88.34760848685454,NEUTRAL,82.84408451708654,NEUTRAL
2023-04-24 00:00:00+00:00,90.08999633789062,90.33300018310547,89.06890106201172,89.06890106201172,89.5184497833252,88.53686019897461,BUY,89.5184497833252,90.55817404586824,88.47872552078215,NEUTRAL,54.6359996638255,NEUTRAL
2023-04-25 00:00:00+00:00,90.5199966430664,90.61699676513672,89.89099884033203,90.5199966430664,89.6067497253418,88.57632019042968,BUY,89.6067497253418,90.6727454557074,88.5407539949762,NEUTRAL,130.6741031891822,SELL
2023-04-26 00:00:00+00:00,89.93699645996094,90.61900329589844,89.86100006103516,89.93699645996094,89.65449943542481,88.59648010253906,BUY,89.65449943542481,90.68771623882051,88.62128263202911,NEUTRAL,89.58215325844363,NEUTRAL
2023-04-27 00:00:00+00:00,90.22799682617188,90.3280029296875,89.88899993896484,90.22000122070312,89.71314926147461,88.63296005249023,BUY,89.71314926147461,90.73619986798154,88.69009865496768,NEUTRAL,85.47327504610867,NEUTRAL
2023-04-28 00:00:00+00:00,90.11900329589844,90.24600219726562,89.58100128173828,90.1259994506836,89.74699935913085,88.67270004272461,BUY,89.74699935913085,90.77705140714825,88.71694731111346,NEUTRAL,50.54029132697451,NEUTRAL
2023-05-01 00:00:00+00:00,89.97699737548828,88.85299682617188,88.85299682617188,88.85299682617188,89.79454917907715,88.70358001708985,BUY,89.79454917907715,90.7708607142405,88.8182376439138,NEUTRAL,-92.3277335004795,NEUTRAL
2023-05-02 00:00:00+00:00,88.85299682617188,90.01899719238281,88.85299682617188,88.85299682617188,89.75734901428223,88.71549987792969,BUY,89.75734901428223,90.81837564455107,88.69632238401338,NEUTRAL,-79.6230235981908,NEUTRAL
2023-05-03 00:00:00+00:00,89.9489974975586,90.33599853515625,89.91600036621094,89.96499633789062,89.75999870300294,88.75077987670899,BUY,89.75999870300294,90.82274655832987,88.697250847676,NEUTRAL,60.65857025651075,NEUTRAL
2023-05-04 00:00:00+00:00,90.4540023803711,90.58499908447266,89.77400207519531,90.44200134277344,89.818798828125,88.80435989379883,BUY,89.818798828125,90.89924473135207,88.73835292489792,NEUTRAL,89.09396670594235,NEUTRAL
2023-05-05 00:00:00+00:00,89.99600219726562,90.18900299072266,89.64299774169922,89.98699951171875,89.8533489227295,88.85455993652344,BUY,89.8533489227295,90.90851304991364,88.79818479554535,NEUTRAL,26.29827286624383,NEUTRAL
2023-05-08 00:00:00+00:00,89.97200012207031,90.3030014038086,89.0479965209961,89.0479965209961,89.88664894104004,88.9065998840332,BUY,89.88664894104004,90.91065788578915,88.86263999629092,NEUTRAL,-18.04395015673123,NEUTRAL
2023-05-09 00:00:00+00:00,89.84500122070312,90.14800262451172,89.78800201416016,89.85600280761719,89.96304893493652,88.95137985229492,BUY,89.96304893493652,90.67416736957861,89.25193050029443,NEUTRAL,5.328895593497784,NEUTRAL
2023-05-10 00:00:00+00:00,89.94000244140625,90.06099700927734,89.6760025024414,89.95600128173828,89.98424911499023,89.00335983276368,BUY,89.98424911499023,90.66383307200621,89.30466515797426,NEUTRAL,-8.802691743363226,NEUTRAL
2023-05-11 00:00:00+00:00,89.90399932861328,90.00700378417969,89.44999694824219,89.9010009765625,89.97644920349121,89.04435989379883,BUY,89.97644920349121,90.65595345213235,89.29694495485008,NEUTRAL,-38.17641589622514,NEUTRAL
2023-05-12 00:00:00+00:00,89.51300048828125,89.75199890136719,89.14900207519531,89.52400207519531,89.94274940490723,89.09029983520507,BUY,89.94274940490723,90.64476749577582,89.24073131403864,NEUTRAL,-121.2076668668267,BUY
2023-05-15 00:00:00+00:00,89.0979995727539,89.5199966430664,88.63099670410156,88.63099670410156,89.90224952697754,89.13593978881836,BUY,89.90224952697754,90.69968349134024,89.10481556261485,BUY,-192.213889278276,BUY
2023-05-16 00:00:00+00:00,89.36799621582031,89.56400299072266,89.26000213623047,89.38500213623047,89.89509925842285,89.17633972167968,BUY,89.89509925842285,90.70968452956092,89.08051398728477,NEUTRAL,-102.12694815674364,BUY
2023-05-17 00:00:00+00:00,89.33000183105469,89.43399810791016,89.02300262451172,89.34600067138672,89.86009941101074,89.23413970947266,BUY,89.86009941101074,90.70968085149778,89.0105179705237,NEUTRAL,-114.51636475967587,BUY
2023-05-18 00:00:00+00:00,89.27899932861328,89.34500122070312,88.99600219726562,89.23600006103516,89.81914939880372,89.29205963134766,BUY,89.81914939880372,90.69886690285108,88.93943189475635,NEUTRAL,-107.84769774433799,BUY
2023-05-19 00:00:00+00:00,89.05599975585938,89.62899780273438,88.94000244140625,89.06500244140625,89.77139930725097,89.3384796142578,BUY,89.77139930725097,90.70903658460878,88.83376202989317,NEUTRAL,-93.3740413364668,NEUTRAL
2023-05-22 00:00:00+00:00,89.49800109863281,89.64600372314453,88.23419952392578,88.23419952392578,89.74179954528809,89.3859196472168,BUY,89.74179954528809,90.67445246745888,88.8091466231173,NEUTRAL,-95.04378337010029,NEUTRAL
2023-05-23 00:00:00+00:00,89.4469985961914,89.54499816894531,89.09400177001953,89.46600341796875,89.68814964294434,89.412099609375,BUY,89.68814964294434,90.55332350852862,88.82297577736006,NEUTRAL,-47.901943531723546,NEUTRAL
2023-05-24 00:00:00+00:00,89.125,89.2229995727539,88.81800079345703,89.13300323486328,89.64754981994629,89.43121963500977,BUY,89.64754981994629,90.53935384650526,88.75574579338732,NEUTRAL,-94.39490418023608,NEUTRAL
